"(Intercept)","LPS_pg_ml_W0","IL18_pg_ml","TNFalfa_pg_ml_W0","IL10pg_ml_W0","IL6pg_ml_W0","IL8pg_ml_W0","CV_S000","CV_S008","CV_S012","CV_S039","CV_S52","LeucocitosS0","Hb_S0","HematocritoS0","PlaquetasS0","GlucosaS0","Acido_uricoS0","Creatinina_S0","Colesterol_S0","CD4_S0","CD4porcentajeS0","CD8_S0","CD8porcentajeS0","CocCD4_CD8_S0","GlucosaS04","CreatininaS04","AlbuminaS04","TGO_S04","LDH_S04","CD4_S08","CD4porcentajeS08","CD8_S08","CD8porcentajeS08","CocCD4_CD8_S08","CD4_S12","CD4porcentajeS12","CD8_S12","CD8porcentajeS12","CocCD4_CD8_S12","GlucosaS24","UreaS24","Acido_uricoS24","CreatininaS24","Bili_dirS24","TGO_S24","TGP_S24","LDH_S24","Fosf_alcS24","ColesterolS24","TrigliceridosS24","LeucocitosS24","EritrocitosS24","HemoglobinaS24","HematocritoS24","PlaquetasS24","CD4_S24","CD4porcentajeS24","CD8_S24","CocCD4_CD8_S24","CD4_S39","CD4porcentajeS39","CD8_S39","CD8porcentajeS39","CocCD4_CD8_S39","Hepatitis_basal_activa","Age","Days_to_IRIS","LogCV_S0","LogCV_S08","LogCV_S12","LogCV_S39","DeltaCV_S8","DeltaCV_S12","DeltaCD4_S8","DeltaCD4_S12","DeltaCD4_S12minusS8","CD4porcentajeS52","CD8_S52","CD8porcentajeS52","CocCD4_CD8_S52","DeltaCD4W52atleast150","CD4TCabove200_W052","CD4TCabove350_W052","DeltaLogCV_W8","DeltaLogCV_W12","DeltaLogCV_W39"
-63.9324435932754,0,0,0.847599531928395,-0.587857151173425,0,0,0,0.000367695148977754,0,0,-0.103428338898818,0,0,0,-0.0408488789560186,0,0,0,0,-0.543777154369162,0,-0.00568739803891884,-0.322678636201248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828229120106225,0.365947163143593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21185757337878,0,0,0,0,0,0,0,0,0,0,12.9432207540184,3.21830532928482,0,0,0,0,0.0522713907016018,0,0,0.0648676489150398,0.0996150905944476,0,282.297975646834,52.6631649396777,16.7330605573292,32.5435492463856,0,0,0
-75.9140224197885,0,0,1.45457760083065,-0.239350597691459,0,0,0,0.000641344369034378,0,0,0,0,0,0,-0.0160486611486949,0,0,0,0,-0.624417669558012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90706163461591,0,0,-0.0149904638815234,8.12549942644963,0,8.56780553942507,0,0,0,0.0712981880524376,0.0464072397069548,0,1.67026453778095,0.076286506417859,0,293.92677559874,46.9974973117869,20.5017664016533,28.8031575748943,0,0,0
-44.9711713604819,0,0,0.93793019417366,-0.146043846137993,0,0,0,0.000381604862134485,0,0,0,0,-0.400774613666445,0,-0.042265903683252,0,0,0,0,-0.617750367424907,0,-0.00510979447681419,-0.267303525684715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729967466991713,3.10941059919141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574263107913197,0,0,0,0,0,0,19.0155280803668,0,0,0,6.07798049624994,2.13735397688067,0,0,0,0,0.0375224307431594,0.00658177705270232,0,1.88021604955679,0.0967144518268402,0,235.606444813044,46.5148035639354,23.3776815036765,44.6091793976358,0,0,0
3.8157183639124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930643534936815,0,0,0,0,-0.549500502448985,0,0,-0.552744686033759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43501484164058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89186058518018,0,0,0,5.92941723885361,5.53126840292912,0,0,0,0,0.0298625438229289,0.024216356774978,0,1.6444209665806,0.0762102027258175,0,188.08867849193,52.486733035538,23.6535706472675,45.9533893114656,0,0,0
39.0487858355634,0,0,0.842762693346913,0,0,0,0,0.00110404696291329,0,0,-0.0310683444561152,0,-0.704019999616069,0,-0.042645841214569,0,0,0,0,-0.705673794238237,0,0,-0.573875471425573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54948045869231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289331971223606,1.00382186147412,0,0,0,0,0,-0.0226926301208997,9.98032146695654,0,0,-0.0118235289577046,2.06508585044907,0,0,0,0,0,0.00713598697372747,0.0608817539990054,0,1.91299977229285,0.0839283379110276,0,172.742293177908,46.9405337581115,24.9836882483252,50.2664817585594,0,0,0
-20.485666117632,0,0,1.54993632929834,0,0,0,2.70151986874185e-06,0.000661953020929865,0,0,0,0,0,0,-0.0305582403477585,0,0,0,0,-0.527279619998174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280184929898083,0,0,0,18.4734611961877,0,0,-0.018446647593057,0,0,14.2572268153867,0,0,-8.2906508245455e-09,0.0688638159483725,0.0410584377104165,0,0.834361809550907,0.0658676717998833,0,266.917499654492,58.490548161753,12.6676406494425,27.2045364177499,0,0,0
-0.758182344577165,0,0,1.07075079042101,-0.930614105959764,0,0,0,0.00080641473976643,0,0,0,0,0,0,-0.0493633255048248,0,0,0,0,-0.641779792449584,0,-0.00580677555614685,-0.474131673300751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55938209143469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58337356000704,0,0,0,0,0,0.115740267792563,0.00835298208623632,0,3.17285585068123,0.0928145028195128,0,218.814941619698,47.3758606820226,19.6621299606318,43.4627961256636,0,0,0
-10.6088060051322,0,0,0,0,0,0,0,0.000635348920107093,0,0,0,0,0,0,-0.0114985901308772,0,0,0,0,-0.658633854153331,0,0,-0.385200551873866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786845821801687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322375529932974,0.00293133814577566,0,8.86314923749177,0,0,0,0,0,0,0,0,4.90388998188719,0,0,0,0,0,0.0157570811375493,0.0498623273460248,0,1.68426365499673,0.0887601427806595,0,238.788601316395,46.5894643751366,20.8678918993657,48.1233276573517,0,0,0
-29.6071848354725,0,0,0.347290786115456,-0.34894925800575,0,0,0,0.000981328104748354,0,0,0,0,0,0,-0.00177823255315698,0,0,0,0,-0.782296490053147,0,0,-0.573705133695199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9520324999345,0,0,0,0,0,0,-0.001819831379159,0,0,0,0,0,0,0.0743245381594064,0.224068887405671,0,0,0,0,0,0,0,0,0,0,4.88521072972813,0,0,0,0,0,0.00306499777888767,0.0396696828015196,0,3.03736738401567,0.100673383965025,0,242.582387722366,41.1120173286612,18.53113310857,44.2900831504,0,0,0
8.59238395394715,0,0,0.585408460557637,0,0,0,0,9.65239659185799e-05,0.00895319718291112,0,-0.00266383695872636,0,-0.185588152420903,0,-0.0414669182868361,0,0,0,0,-0.701580277399892,0,0,-0.55151581910819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040216539902283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835155781051899,0,0,0,0,0,0,0,35.7709433335692,0,0,-0.0239851455210343,0,6.9356867182224,0,0,0,0,0,0.0409624416579176,0,2.70759772462033,0.0965643136633798,0,197.287976924696,46.9691647232419,13.7490731817231,37.8953971647843,0,0,0
-77.6181682743114,0,0,1.30239010310537,-1.1833390595013,0,0,0,0.000775905760588285,0,0,0,0,0,0,-0.0227328812495608,0,0,0,0,-0.579014281847254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916186668243643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648209990915261,8.35434623985723,0,8.97941874306548,0,0,0,0.07753875774899,0.0276979389452424,0,1.50222282348346,0.0788336009636926,0,310.314835176257,49.5935527110918,14.489066351492,26.8743054748429,0,0,0
-45.3436102804137,0,0,0.950503762737684,-0.00820790572473119,0,0,0,0.000130773451142547,0,0,0,0,0,0,-0.0501028892830551,0,0,0,0,-0.646057188550031,0,-0.00422323427080699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85458037474894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8179455764289,0,0,0,0,0,0,0,0,0,0,0.0254894952694011,0,1.74404252722567,0.109057048034472,0,277.266582968056,51.801664999085,21.4064927099015,40.5535923508267,0,0,0
3.92594439763621,0,0,1.05726840298669,-0.0111530904014146,0,0,0,0,0,0,-0.0403660280659905,0,-1.2614501082823,0,-0.0195698397858937,0,0,0,0,-0.704472427277806,0,0,-0.726454887814214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38433149272444e-05,0.84520632684902,0,0,0,0,0,-0.0127602857098361,0,0,0,-0.01804991058842,6.36457037436146,0,0,0,0,0,0.0535427976588977,0.0342246009166359,0,2.59794842527739,0.0989554372003348,0,248.710433011135,39.788797018536,23.1974815198644,44.4579613965302,0,0,0
-76.5591481849347,0,0,3.50894414111378,-0.697838340830895,0,0,0,0.00027261609130676,0,0,0,0,0,0,0,0,0,0,0,-0.527478933495605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17132107858438,0,0,0,6.25254049231305,0,12.8229984925929,0,0,0,0.0777889572649447,0.0234448735941172,0,1.08502690702811,0.0712429904729354,0,287.491766103559,58.3978270490509,18.0173926333693,21.7575309406293,0,0,0
-57.5655128479683,0,0,1.05356487482647,-1.21102042344833,0,0,0,0.000370222439753545,0,0,-0.063593248972529,0,-0.314388755258972,0,-0.0371361620421645,0,0,0,0,-0.657465047835022,0,-0.00406113927698124,-0.244945169313408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99792842331637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1357407568403,0,0,0,-0.0388581735488429,21.5387525823472,0,0,-0.0331575240560904,6.89648025937838,2.12940911518119,0,0,0,0,0.0208867961477716,0.0230550038538152,0,2.71755761117304,0.108033139318144,0,246.840218678049,46.1300943080064,17.8606763782488,38.2242793881443,0,0,0
-54.4797338542562,0,0,1.13531876934543,-0.464232987326397,0,0,0,0.000665153227686894,0,0,0,0,0,0,-0.0216721862106138,0,0,0,0,-0.548968160688767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000919084524452888,7.45774775021575,0,7.87984790996801,0,0,0,0.075635483266338,0.0346731023876267,0,1.06846823227105,0.0690969761729355,0,291.45860807957,53.1958898131421,17.3272652925197,28.5768333688463,0,0,0
23.3602641294078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325372302606489,0,0,-0.3377061106765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29593303374338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35127682154149,0,0,0,0,6.2118586710391,0,0,0,0,0,0.00389354568004782,0,0.80039888227963,0.064259476589992,0,150.110589906814,75.8321972260047,1.65084883077824,28.9018643077671,0,0,0
-28.2179813688834,0,0,0,0,0,0,0,0.000110584557961437,0,0,0,0,0,0,0,0,0,0,0,-0.527561451261411,0,0,-0.533624014037667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15674219033801,0,0,0,0,0,0,-0.00474382467030986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93131579229363,0,0,0,2.63145306523529,3.86915754726687,0,0,0,0,0,0.0312981943199512,0,2.79626861430938,0.0960255603798919,0,220.74541708881,60.7154916613092,6.96963067143904,25.1704279864854,0,0,0
